Slug,Name,URL,Category,Subcategories,Rating,Reviews,Installs,Developer,Description,Has Free Version,Icon URL,Last Updated,Scraped At
tiktok-followers-counter,TikTok Followers Counter,https://www.wix.com/app-market/web-solution/tiktok-followers-counter,Marketing,social:Social,4.9,75,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Link your TikTok feed and get more followers,true,https://static.wixstatic.com/media/e4256a_636ce8248841451ea5c899f65a862139~mv2.png/v1/fill/e4256a_636ce8248841451ea5c899f65a862139~mv2.png,,2025-07-06T21:55:20.424Z
salesdish-social-bar,Salesdish Social Bar,https://www.wix.com/app-market/web-solution/salesdish-social-bar,Marketing,social:Social,4.9,58,,ANTDIY,"Phone, Message, Facebook, Instagram, and more",true,https://static.wixstatic.com/media/e7eb4e_c67609cfee7642a9b06a2be0c2fb1fae~mv2.jpg/v1/fill/e7eb4e_c67609cfee7642a9b06a2be0c2fb1fae~mv2.jpg,,2025-07-06T21:55:20.543Z
forward-share-current-page,Forward: Share current page,https://www.wix.com/app-market/web-solution/forward-share-current-page,Marketing,social:Social,5,52,2025,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Forward: Share via QR & to Social Channels,true,https://static.wixstatic.com/media/bec40d_67401f0accfd4d389f73a080c4cfc0de~mv2.png/v1/fill/bec40d_67401f0accfd4d389f73a080c4cfc0de~mv2.png,,2025-07-06T21:55:20.714Z
x-twitter-widgets-buttons,X (Twitter) Widgets & Buttons,https://www.wix.com/app-market/web-solution/x-twitter-widgets-buttons,Design & Content,social:Social,1,1,,TinyLinks,"Embed X (Twitter) Feeds, Posts, Videos & Buttons",true,https://static.wixstatic.com/media/2033ac_b295f78aa6f740fca712687147a17283~mv2.jpg/v1/fill/2033ac_b295f78aa6f740fca712687147a17283~mv2.jpg,,2025-07-06T21:55:20.801Z
minta,Minta Auto Social Media Videos,https://www.wix.com/app-market/web-solution/minta,Marketing,social:Social,4.8,112,,Minta Social Videos7 day,Auto post & design product videos social media,true,https://static.wixstatic.com/media/73a279_a734b2caf3114cdb88cfb292c9360840~mv2.png/v1/fill/73a279_a734b2caf3114cdb88cfb292c9360840~mv2.png,,2025-07-06T21:55:20.905Z
simple-social-auto-post,Simple Social Auto Post,https://www.wix.com/app-market/web-solution/simple-social-auto-post,Marketing,social:Social,3.6,63,,Simple Apps,Automate your social media posting,true,https://static.wixstatic.com/media/4a4649_19d9ed6c1e0c461898fef319694e7959~mv2.png/v1/fill/4a4649_19d9ed6c1e0c461898fef319694e7959~mv2.png,,2025-07-06T21:55:21.026Z
instagram-pro,Instagram Pro,https://www.wix.com/app-market/web-solution/instagram-pro,Marketing,social:Social,1.9,178,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Showcase your Instagram feed like a pro,true,https://static.wixstatic.com/media/1849bd_e0bcef1e7d7b411581c499d02eca75d6~mv2.jpg/v1/fill/1849bd_e0bcef1e7d7b411581c499d02eca75d6~mv2.jpg,,2025-07-06T21:55:21.127Z
x-twitter-followers-counter,X (Twitter) Followers Counter,https://www.wix.com/app-market/web-solution/x-twitter-followers-counter,Other,social:Social,4.9,43,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Add a 'Follow Us' & get more X/Twitter followers,true,https://static.wixstatic.com/media/e4256a_519a59f9bab2411c9f409de1e27a0aa7~mv2.png/v1/fill/e4256a_519a59f9bab2411c9f409de1e27a0aa7~mv2.png,,2025-07-06T21:55:21.245Z
social-media-share-follow,Social Media Share & Follow,https://www.wix.com/app-market/web-solution/social-media-share-follow,Marketing,social:Social,4.9,29,,MarketPushApps7 day,Beautiful Social Media Share & Follow buttons.,true,https://static.wixstatic.com/media/33caa7_485b78477bf84e168aa1afb5389cfed9~mv2.png/v1/fill/33caa7_485b78477bf84e168aa1afb5389cfed9~mv2.png,,2025-07-06T21:55:21.367Z
affiliate-builder-pro,Affiliate Builder,https://www.wix.com/app-market/web-solution/affiliate-builder-pro,Other,social:Social,4.7,50,,MarketPushApps7 day,Boost Sales Effortlessly: Affiliate Program,true,https://static.wixstatic.com/media/19e924_3f0fd6c4bd6e408baaa5acc96b28e9d2~mv2.png/v1/fill/19e924_3f0fd6c4bd6e408baaa5acc96b28e9d2~mv2.png,,2025-07-06T21:55:21.542Z
tiktok-follow,TikTok Follow,https://www.wix.com/app-market/web-solution/tiktok-follow,Marketing,social:Social,1,1,,PurpleBear,Turn website visitors into TikTok followers,true,https://static.wixstatic.com/media/d8c8bc_46f82ada1a514e7b81463efd1a09cdf7~mv2.png/v1/fill/d8c8bc_46f82ada1a514e7b81463efd1a09cdf7~mv2.png,,2025-07-06T21:55:21.771Z
threads-embed,Threads Embed,https://www.wix.com/app-market/web-solution/threads-embed,Marketing,social:Social,4.4,25,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Easily embed Threads on your website,true,https://static.wixstatic.com/media/bec40d_e84e29ffe0ca49f3876e0de53a351eac~mv2.png/v1/fill/bec40d_e84e29ffe0ca49f3876e0de53a351eac~mv2.png,,2025-07-06T21:55:22.099Z
like-button-rating,Like Button Rating,https://www.wix.com/app-market/web-solution/like-button-rating,Other,social:Social,3.2,43,,LikeBtn,Get tons of likes with a cool Like button!,true,https://static.wixstatic.com/media/e13c03_6f97cbb42346471488720680ed506f8b~mv2.png/v1/fill/e13c03_6f97cbb42346471488720680ed506f8b~mv2.png,as much.Helpful(0)Thank you for your feedbackRead More ReviewsPricing & plansFree planFreePremium (ULTRA) plan€299 /month* Price is in EUR.Build and launch your next app for 230m+ Wix usersStart Now,2025-07-06T21:55:22.263Z
smart-social-icons,Smart Social Icons,https://www.wix.com/app-market/web-solution/smart-social-icons,Marketing,social:Social,4.5,30,,Dockvine,Turn visitors into customers,true,https://static.wixstatic.com/media/a03578_66188c67966c428bbc6c869365104876~mv2.png/v1/fill/a03578_66188c67966c428bbc6c869365104876~mv2.png,2001-10-16T22:00:00.000Z,2025-07-06T21:55:22.399Z
osi-affiliate-software,OSI Affiliate Software,https://www.wix.com/app-market/web-solution/osi-affiliate-software,Other,social:Social,4.4,37,,OSI Reviews7 day,Affiliate software to increase sales,true,https://static.wixstatic.com/media/b7c21c_08f2305975d54673a1a8823813107664~mv2.png/v1/fill/b7c21c_08f2305975d54673a1a8823813107664~mv2.png,,2025-07-06T21:55:22.544Z
facebook-feed,Facebook Feed,https://www.wix.com/app-market/web-solution/facebook-feed,Marketing,social:Social,2.5,61,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Display your Facebook Page in a custom feed,true,https://static.wixstatic.com/media/1849bd_c9694f727f1348c280e1c7789dc0a70f~mv2.jpg/v1/fill/1849bd_c9694f727f1348c280e1c7789dc0a70f~mv2.jpg,,2025-07-06T21:55:22.677Z
substack,Substack,https://www.wix.com/app-market/web-solution/substack,Other,social:Social,1,3,,MarketPushApps,Showcase your Substack posts and grow readers,true,https://static.wixstatic.com/media/a6d9b6_f5d38cf8b49f40c0975a8c50faee1714~mv2.png/v1/fill/a6d9b6_f5d38cf8b49f40c0975a8c50faee1714~mv2.png,,2025-07-06T21:55:22.801Z
orichi-social-widgets,Orichi Instagram Feed,https://www.wix.com/app-market/web-solution/orichi-social-widgets,Marketing,social:Social,3.7,9,,Orichi,Embed shoppable Instagram Feeds & TikTok Videos,true,https://static.wixstatic.com/media/f0a071_9a2c60e77eef45a3956750cd438e42d3~mv2.png/v1/fill/f0a071_9a2c60e77eef45a3956750cd438e42d3~mv2.png,,2025-07-06T21:55:22.907Z
dd3d8693-c945-4dfd-b865-57505078ec4f,LinkedIn Profile,https://www.wix.com/app-market/web-solution/dd3d8693-c945-4dfd-b865-57505078ec4f,Other,social:Social,3.8,8,,MarketPushApps,Easily Add a LinkedIn Profile to Your Site,true,https://static.wixstatic.com/media/6cc087_119eddf2a229429fa3ab9d9a553f1cd2~mv2.png/v1/fill/6cc087_119eddf2a229429fa3ab9d9a553f1cd2~mv2.png,,2025-07-06T21:55:23.006Z
tinylinks,TinyLinks: Short URL & QR-code,https://www.wix.com/app-market/web-solution/tinylinks,Developer Tools,social:Social,4.5,23,,TinyLinks7 day,"QR Code Generator, Link Shortener, and Analytics",true,https://static.wixstatic.com/media/e86854_40d803ef96c34cb99c1a3d47e0fc3d7f~mv2.png/v1/fill/e86854_40d803ef96c34cb99c1a3d47e0fc3d7f~mv2.png,,2025-07-06T21:55:23.097Z
tiktok-videos-music-feeds,"TikTok Videos, Music & Feeds",https://www.wix.com/app-market/web-solution/tiktok-videos-music-feeds,Marketing,social:Social,5,3,,TinyLinks,Display TikTok content easily on your website,true,https://static.wixstatic.com/media/2033ac_30ce47c723ce442ea6814ce8d97e3fd0~mv2.jpg/v1/fill/2033ac_30ce47c723ce442ea6814ce8d97e3fd0~mv2.jpg,,2025-07-06T21:55:23.247Z
url-shortener,QR Code Generator,https://www.wix.com/app-market/web-solution/url-shortener,Developer Tools,social:Social,4.5,16,,Beaver Codes30 day,Create trackable QR Codes & Shortlinks,true,https://static.wixstatic.com/media/896d2a_fe8ebd86981944abb54b718f9d1af8f3~mv2.png/v1/fill/896d2a_fe8ebd86981944abb54b718f9d1af8f3~mv2.png,,2025-07-06T21:55:23.328Z
feeder-ninja,Common Ninja Social & RSS Feed,https://www.wix.com/app-market/web-solution/feeder-ninja,Marketing,social:Social,3,33,,Common Ninja,Create Professional RSS & Social Media Feeds,true,https://static.wixstatic.com/media/f075ba_bce84596393e4acabc693921cdc25eff~mv2.png/v1/fill/f075ba_bce84596393e4acabc693921cdc25eff~mv2.png,,2025-07-06T21:55:23.409Z
otis-ai,Otis AI,https://www.wix.com/app-market/web-solution/otis-ai,Design & Content,social:Social,5,1,,Otis AI,Launch data-driven digital Ad campaigns,true,https://static.wixstatic.com/media/4fcbfa_3404560652a547d49cf1ac82c4cc4cec~mv2.png/v1/fill/4fcbfa_3404560652a547d49cf1ac82c4cc4cec~mv2.png,,2025-07-06T21:55:23.501Z
bl-social-icons-bar,BL Social Icons Bar,https://www.wix.com/app-market/web-solution/bl-social-icons-bar,Marketing,social:Social,1,1,,BACKLIP,Custom Social Media Icons for Your Website,true,https://static.wixstatic.com/media/579312_04a0bc7bf15a4fa9b57148919056b419~mv2.png/v1/fill/579312_04a0bc7bf15a4fa9b57148919056b419~mv2.png,,2025-07-06T21:55:23.576Z
facebook-page,Facebook Page,https://www.wix.com/app-market/web-solution/facebook-page,Marketing,social:Social,5,3,,MarketPushApps,Showcase Your Facebook Page on Your Site Easily,true,https://static.wixstatic.com/media/3b0a1f_b593e69a703b4ab6809908e06c4afa44~mv2.png/v1/fill/3b0a1f_b593e69a703b4ab6809908e06c4afa44~mv2.png,,2025-07-06T21:55:23.656Z
metricks,Metricks,https://www.wix.com/app-market/web-solution/metricks,Other,social:Social,1,1,,Metricks7 day,Create an affiliate program in 5 minutes.,true,https://static.wixstatic.com/media/5bddba_3dea2b0363b64f428956f33e0d243170~mv2.png/v1/fill/5bddba_3dea2b0363b64f428956f33e0d243170~mv2.png,,2025-07-06T21:55:23.737Z
linkedin-embeds,LinkedIn Embeds,https://www.wix.com/app-market/web-solution/linkedin-embeds,Developer Tools,social:Social,5,3,,TinyLinks,Easily display LinkedIn Posts and Videos,true,https://static.wixstatic.com/media/2033ac_e2de6dd052a04ed4a5b196d4c5e5d719~mv2.jpg/v1/fill/2033ac_e2de6dd052a04ed4a5b196d4c5e5d719~mv2.jpg,,2025-07-06T21:55:23.842Z
rednote-xiaohongshu-embed,rednote (Xiaohongshu) Embed,https://www.wix.com/app-market/web-solution/rednote-xiaohongshu-embed,Developer Tools,social:Social,2,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Easily embed rednote on your website,true,https://static.wixstatic.com/media/bec40d_47df96c33c3b491dbc4d9bea1f0f007e~mv2.png/v1/fill/bec40d_47df96c33c3b491dbc4d9bea1f0f007e~mv2.png,,2025-07-06T21:55:23.952Z
tiktok-feed-pro,TikTok Feed Pro,https://www.wix.com/app-market/web-solution/tiktok-feed-pro,Marketing,social:Social,1,1,,MarketPushApps7 day,Showcase Your TikTok Feed in a Stunning Gallery,true,https://static.wixstatic.com/media/c7fe21_d73d933c46aa4956ad19ad46b556ba81~mv2.png/v1/fill/c7fe21_d73d933c46aa4956ad19ad46b556ba81~mv2.png,,2025-07-06T21:55:24.047Z
one-tiktok-followers-count,TikTok Followers Counter,https://www.wix.com/app-market/web-solution/one-tiktok-followers-count,Marketing,social:Social,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Link your TikTok account and grow followers,true,https://static.wixstatic.com/media/bec40d_f2eeb7ff70434b558608955a669cfe77~mv2.png/v1/fill/bec40d_f2eeb7ff70434b558608955a669cfe77~mv2.png,,2025-07-06T21:55:24.133Z
instagram-dm-button,Instagram DM Button,https://www.wix.com/app-market/web-solution/instagram-dm-button,Marketing,social:Social,3.7,3,,InnoTech,Bring site visitors into Instagram DM easily,true,https://static.wixstatic.com/media/f013ca_a85c165131804c4190ebcc313f432264~mv2.png/v1/fill/f013ca_a85c165131804c4190ebcc313f432264~mv2.png,,2025-07-06T21:55:24.219Z
outfy-social-promotion,Outfy - Automate Social Media,https://www.wix.com/app-market/web-solution/outfy-social-promotion,Marketing,social:Social,3.2,6,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Auto Create and Post Social Media content,true,https://static.wixstatic.com/media/eef3f2_71422f25baa14a0fb8b6ab016cc88e33~mv2.jpg/v1/fill/eef3f2_71422f25baa14a0fb8b6ab016cc88e33~mv2.jpg,,2025-07-06T21:55:24.309Z
social-feed-by-elfsight,Social Feed by Elfsight,https://www.wix.com/app-market/web-solution/social-feed-by-elfsight,Marketing,social:Social,2.5,2,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""","Display feeds, photos, videos from social media",true,https://static.wixstatic.com/media/84b17b_5c8b4c2d943e4c75ab20f6a62e39786b~mv2.webp/v1/fill/84b17b_5c8b4c2d943e4c75ab20f6a62e39786b~mv2.webp,,2025-07-06T21:55:24.400Z
its-reels,Its Reels,https://www.wix.com/app-market/web-solution/its-reels,Marketing,social:Social,1,1,,AdTechium LLC,Reach more customers with Reels & Stories ads,true,https://static.wixstatic.com/media/211cf1_bdd215c92df842a7ac311cfe9a0531bd~mv2.png/v1/fill/211cf1_bdd215c92df842a7ac311cfe9a0531bd~mv2.png,,2025-07-06T21:55:24.781Z
metamaster-seo-page-optimizer,MetaMaster: SEO Optimizer,https://www.wix.com/app-market/web-solution/metamaster-seo-page-optimizer,Marketing,seo:SEO,4.5,25,,myecommerceapp,SEO for all your pages with a couple of clicks,true,https://static.wixstatic.com/media/432da1_977f019cb0b44af4b4d299c9ae6010f4~mv2.png/v1/fill/432da1_977f019cb0b44af4b4d299c9ae6010f4~mv2.png,,2025-07-06T21:55:31.596Z
05c86bee-ba7b-4824-afbd-b8fd3d398780,Site Speed Improvements,https://www.wix.com/app-market/web-solution/05c86bee-ba7b-4824-afbd-b8fd3d398780,Other,seo:SEO,1,1,,PURPLE,Boost Your Site Speed Instantly,true,https://static.wixstatic.com/media/1fff64_717df7cd7f7d4695a6b51c06fe072d0e~mv2.png/v1/fill/1fff64_717df7cd7f7d4695a6b51c06fe072d0e~mv2.png,,2025-07-06T21:55:31.671Z
orwell-ai-blog-seo,Orwell - AI Blogging,https://www.wix.com/app-market/web-solution/orwell-ai-blog-seo,Marketing,seo:SEO,5,2,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Automated Research-Centered Blog SEO,true,https://static.wixstatic.com/media/7bde6c_b6f8d6b00dce42fe97c1b54582fbbcfc~mv2.png/v1/fill/7bde6c_b6f8d6b00dce42fe97c1b54582fbbcfc~mv2.png,,2025-07-06T21:55:32.255Z
rankix-seo-rank-tracker,RankiX - SEO Rank Tracker,https://www.wix.com/app-market/web-solution/rankix-seo-rank-tracker,Marketing,seo:SEO,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Track your sites rankings on search engines!,true,https://static.wixstatic.com/media/e8fc1f_62442d97be2341088020c74f18e6b755~mv2.png/v1/fill/e8fc1f_62442d97be2341088020c74f18e6b755~mv2.png,,2025-07-06T21:55:32.390Z
seo-for-images-ai-alt-text,SEO for Images: AI Alt Text,https://www.wix.com/app-market/web-solution/seo-for-images-ai-alt-text,Marketing,seo:SEO,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Generate perfect image alt text in seconds,true,https://static.wixstatic.com/media/bec40d_fe3e6bb5d6b041dc93621231f9416c3d~mv2.png/v1/fill/bec40d_fe3e6bb5d6b041dc93621231f9416c3d~mv2.png,,2025-07-06T21:55:32.518Z
wincher-keyword-research,Wincher Keyword Research,https://www.wix.com/app-market/web-solution/wincher-keyword-research,Tools & Widgets,seo:SEO,4.5,13,,Wincher,SEO tool to help you find better keywords,true,https://static.wixstatic.com/media/74d298_6b86451237324465a9696640b40ed777~mv2.png/v1/fill/74d298_6b86451237324465a9696640b40ed777~mv2.png,,2025-07-06T21:55:32.657Z
seo-url-redirect,SEO URL Redirect,https://www.wix.com/app-market/web-solution/seo-url-redirect,Marketing,seo:SEO,1,1,,PURPLE,Seamlessly manage your URL redirects,true,https://static.wixstatic.com/media/574fd0_1ca0123756e54033ba0ee4f6d7bc5cbb~mv2.png/v1/fill/574fd0_1ca0123756e54033ba0ee4f6d7bc5cbb~mv2.png,,2025-07-06T21:55:32.751Z
social-login,Social Login,https://www.wix.com/app-market/web-solution/social-login,Marketing,social:Social,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Instant social logins for your site,true,https://static.wixstatic.com/media/bec40d_5e64634a9df345f99e5a3c613e5cb71b~mv2.png/v1/fill/bec40d_5e64634a9df345f99e5a3c613e5cb71b~mv2.png,,2025-07-06T21:55:32.873Z
seo-settings,SEO Settings,https://www.wix.com/app-market/web-solution/seo-settings,Marketing,seo:SEO,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Manage how your pages appear in search results,true,https://static.wixstatic.com/media/89159d_1a154590f5d44c2da2993d240c58e5f4~mv2.png/v1/fill/89159d_1a154590f5d44c2da2993d240c58e5f4~mv2.png,,2025-07-06T21:55:33.010Z
citations-boost-site-ranking,Citations: Boost Site Ranking,https://www.wix.com/app-market/web-solution/citations-boost-site-ranking,Other,seo:SEO,3.7,3,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Supercharge your online presence,true,https://static.wixstatic.com/media/bec40d_994e0fa19f484d0faae0ee3de5341213~mv2.png/v1/fill/bec40d_994e0fa19f484d0faae0ee3de5341213~mv2.png,,2025-07-06T21:55:33.170Z
seo-setup-checklist,SEO Setup Checklist,https://www.wix.com/app-market/web-solution/seo-setup-checklist,Marketing,seo:SEO,5,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Complete tasks to help you get found in search,true,https://static.wixstatic.com/media/89159d_d0c9ebbf878a41ff94e7f218e021851a~mv2.png/v1/fill/89159d_d0c9ebbf878a41ff94e7f218e021851a~mv2.png,,2025-07-06T21:55:33.285Z
seo-with-ai-by-certified-code,SEO with AI: Optimize Faster,https://www.wix.com/app-market/web-solution/seo-with-ai-by-certified-code,Marketing,seo:SEO,3.5,19,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Finish SEO Setup & Optimization with GPT-4,true,https://static.wixstatic.com/media/bec40d_4d5101253cee451e8f41402fae226efe~mv2.png/v1/fill/bec40d_4d5101253cee451e8f41402fae226efe~mv2.png,,2025-07-06T21:55:33.421Z
seo-ping-checker-widget,SEO Ping Checker Widget,https://www.wix.com/app-market/web-solution/seo-ping-checker-widget,Marketing,seo:SEO,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Test domain and IP connectivity,true,https://static.wixstatic.com/media/bec40d_fd682374eb8746318139494efb044eb9~mv2.png/v1/fill/bec40d_fd682374eb8746318139494efb044eb9~mv2.png,,2025-07-06T21:55:33.537Z
wix-sitemap,Wix Sitemap,https://www.wix.com/app-market/web-solution/wix-sitemap,Tools & Widgets,seo:SEO,1,1,,"{{ company }}"",""apps.grid.cta.button"":""View App"",""apps.grid.cta.button.installed"":""Open App"",""solutionBox.solutionBottomActionBar.installedSolution"":""Installed"",""solutionBox.solutionBottomActionBar.BundleInstalled"":""Installed - Claim Upgrade"",""solutionBox.solutionBottomActionBar.BundleNotInstalled"":""",Review your site’s XML sitemap index,true,https://static.wixstatic.com/media/89159d_54992667256249f695aab2fe4c0c7afc~mv2.png/v1/fill/89159d_54992667256249f695aab2fe4c0c7afc~mv2.png,,2025-07-06T21:55:33.655Z
social-media-icons-bar,Social Media Icons Bar,https://www.wix.com/app-market/web-solution/social-media-icons-bar,Marketing,social:Social,1,1,,Amasty,Add social icons to your site to gain followers,true,https://static.wixstatic.com/media/379d04_4cc4fa81327f45e6b54afdb53c9e775e~mv2.png/v1/fill/379d04_4cc4fa81327f45e6b54afdb53c9e775e~mv2.png,,2025-07-06T21:55:33.760Z
url-redirect-manager,URL Redirect Manager,https://www.wix.com/app-market/web-solution/url-redirect-manager,Other,seo:SEO,5,1,,Wix,Create 301 redirects for single or multiple URLs,true,https://static.wixstatic.com/media/89159d_edbc96d5a9d9445eaf596f6947fff87a~mv2.png/v1/fill/89159d_edbc96d5a9d9445eaf596f6947fff87a~mv2.png,,2025-07-06T21:55:33.870Z
advance-local-business-seo,Advance Local Business SEO,https://www.wix.com/app-market/web-solution/advance-local-business-seo,Marketing,seo:SEO,1,1,,V Blog3 day,Rank Your Local Business Websites,true,https://static.wixstatic.com/media/8874a0_5bcdd6f87d54449db6f0c958be12f81d~mv2.png/v1/fill/8874a0_5bcdd6f87d54449db6f0c958be12f81d~mv2.png,,2025-07-06T21:55:34.050Z
alt-text-generator,Alt Text Generator,https://www.wix.com/app-market/web-solution/alt-text-generator,Design & Content,seo:SEO,5,1,,Alt Text Generator AI,Generate alt text for your images using AI,true,https://static.wixstatic.com/media/386ae4_5fac6c15e2354de5bcaeb80cfea3dde0~mv2.png/v1/fill/386ae4_5fac6c15e2354de5bcaeb80cfea3dde0~mv2.png,,2025-07-06T21:55:34.162Z
se-ranking,SE Ranking,https://www.wix.com/app-market/web-solution/se-ranking,Marketing,seo:SEO,4.4,15,,Seranking LTD,Pro SEO tool for Keywords/Competitors insights,true,https://static.wixstatic.com/media/15f867_0a0e9107e8cc424abf174d2ff6fa071b~mv2.png/v1/fill/15f867_0a0e9107e8cc424abf174d2ff6fa071b~mv2.png,,2025-07-06T21:55:34.320Z
seo-genius,SEO Genius Booster,https://www.wix.com/app-market/web-solution/seo-genius,Marketing,seo:SEO,5,3,,Marketing & SEO Tools,SEO Backlinks + Rankings in One App,true,https://static.wixstatic.com/media/201b42_f982ff66922747cbae00a1778b9831b9~mv2.png/v1/fill/201b42_f982ff66922747cbae00a1778b9831b9~mv2.png,,2025-07-06T21:55:34.442Z
